,cellosaurus_id,standard_drug_name,dataset,info,n_dosage,min_dosage,max_dosage,IC50,IC90,EC50,Einf,AUC,fitted_mae
23,A-172,Alpelisib,All,"CTRP2,GDSC2",23,0.002,66.0,5.78017,13.5597,2.06435,0.518648,16.883,0.11309
24,A-172,alvocidib,All,CTRP2,16,0.002,66.0,0.109579,9.81703,-1.746,0.793034,42.8135,0.174799
25,A-172,AM-580,All,CTRP2,16,0.016,530.0,11.2956,14.1223,8.05047,0.148603,1.37833,0.0466043
26,A-172,AMG-319,All,GDSC2,7,0.0100053,10.0,5.90567,11.0606,1.33499,0.249497,6.64552,0.0721215
27,A-172,Amuvatinib,All,GDSC1,9,0.078125,20.0,6.76821,16.2631,0.246818,0.362138,19.6745,0.0789444
28,A-172,apicidin,All,CTRP2,16,0.001,33.0,0.700334,2.49854,0.692269,0.995073,28.9677,0.0508895
29,A-172,Apitolisib,All,GDSC1,9,0.078125,20.0,3.60796,13.8867,-1.06776,0.538081,33.986,0.049576
30,A-172,AR-42,All,GDSC1,9,0.02,5.12,-0.430764,0.589829,-0.433062,0.997527,34.8507,0.025594
31,A-172,Ara-G,All,GDSC1,9,0.078125,20.0,6.77563,8.42291,3.7882,0.0365135,0.348577,0.0456177
32,A-172,ARRY-520,All,GDSC1,9,0.001,0.256,1.18502,8.68805,-4.95168,0.284408,12.6849,0.0370327
33,A-172,AS601245,All,GDSC1,9,0.03125,8.0,1.25392,2.87621,1.12677,0.91411,22.6529,0.112207
34,A-172,AS605240,All,GDSC1,9,0.078125,20.0,3.88904,5.78214,3.20576,0.62303,10.5053,0.125124
35,A-172,ASN 05257430,All,CTRP2,16,0.0011,37.0,7.11937,9.50605,4.36676,0.147003,1.1485,0.0282855
36,A-172,AST-1306,All,GDSC1,9,0.078125,20.0,5.37198,11.4964,1.56776,0.406918,16.8727,0.110207
37,A-172,AT-7519,All,GDSC1,9,0.04,10.24,5.08688,8.41738,2.08102,0.241987,5.21856,0.231408
38,A-172,AT13148,All,GDSC2,7,0.0100053,10.0,4.29228,9.62531,0.937838,0.401363,12.2299,0.0886903
39,A-172,AT13387,All,CTRP2,16,0.002,66.0,2.12018,9.26969,0.593329,0.769592,31.1142,0.131002
40,A-172,AT7867,All,"CTRP2,GDSC1",25,0.002,66.0,3.3046,6.66752,2.86365,0.856939,19.8238,0.110352
41,A-172,austocystin D,All,CTRP2,16,0.0011,37.0,11.2532,23.1521,0.634337,0.246749,9.47754,0.0323058
42,A-172,Avagacestat,All,GDSC1,18,0.0195312,10.24,5.25615,7.4667,2.58543,0.131408,1.56867,0.104737
43,A-172,avicin D,All,CTRP2,16,0.002,66.0,0.383638,2.50691,0.378132,0.997151,37.7307,0.051888
44,A-172,avrainvillamide,All,CTRP2,16,0.001,33.0,7.40405,13.3956,2.63345,0.296226,6.35087,0.0472572
45,A-172,Axitinib,All,"CTRP2,GDSC1",24,0.002,66.0,2.96511,6.22092,2.63406,0.888756,21.6757,0.144139
46,A-172,AZ-3146,All,CTRP2,16,0.002,66.0,7.95104,11.7695,4.57156,0.250277,3.33429,0.0451509
47,A-172,AZ20,All,GDSC1,9,0.0390625,10.0,1.46859,4.44993,0.909136,0.796717,26.8394,0.103911
48,A-172,AZ6102,All,GDSC2,7,0.0100053,10.0,1.79439,3.43046,1.62402,0.886095,16.2325,0.138292
49,A-172,AZ960,All,GDSC2,7,0.0100053,10.0,0.103951,3.48625,-0.236162,0.889974,33.9016,0.0597234
50,A-172,azacitidine,All,CTRP2,16,0.002,66.0,8.42815,19.7037,1.08513,0.385916,15.537,0.0633155
51,A-172,AZD-7545,All,CTRP2,16,0.0023,74.0,6.99391,9.72905,5.05276,0.347471,3.54897,0.0163254
52,A-172,AZD1208,All,"GDSC2,GDSC1",11,0.0100053,10.0,5.28941,10.5242,1.19888,0.304528,8.52332,0.113498
53,A-172,AZD1332,All,"GDSC2,GDSC1",11,0.0100053,10.0,0.722029,6.0699,-0.551164,0.744253,32.1477,0.0543329
54,A-172,AZD1480,All,"CTRP2,GDSC1",21,0.002,66.0,2.8319,5.02028,2.75574,0.961782,21.6606,0.079486
55,A-172,AZD2014,All,"GDSC2,GDSC1",11,0.0100053,10.0,-0.0826961,4.2907,-0.696986,0.846902,36.7585,0.0607352
56,A-172,AZD3514,All,GDSC1,5,0.0390625,10.0,4.702,7.04767,2.44464,0.21539,3.23492,0.0685935
57,A-172,AZD3759,All,GDSC2,8,0.00100053,1.0,2.49835,11.5743,-3.86048,0.35324,16.0834,0.0942319
58,A-172,AZD4547,All,"CTRP2,GDSC2,GDSC1",35,0.00100053,66.0,-1.07158,7.19187,-2.06265,0.868997,45.6373,0.174621
59,A-172,AZD4877,All,GDSC1,5,0.000152344,0.039,-6.87488,-4.4632,-7.13795,0.880729,29.1046,0.12875
60,A-172,AZD5153,All,GDSC2,7,0.0100053,10.0,2.38654,16.8078,-4.21555,0.535569,35.6775,0.0379064
61,A-172,AZD5363,All,GDSC2,7,0.0100053,10.0,5.50264,14.7644,-0.699449,0.373474,17.471,0.0983482
62,A-172,AZD5438,All,"GDSC2,GDSC1",11,0.0100053,10.0,1.19499,2.84301,1.11177,0.944577,21.7729,0.0875825
63,A-172,AZD5582,All,"GDSC2,GDSC1",11,0.0100053,10.0,2.68174,3.34725,2.6162,0.892221,6.77095,0.141504
64,A-172,AZD5991,All,GDSC2,7,0.0100053,10.0,4.49001,6.49001,2.57288,0.216993,2.23434,0.102872
65,A-172,AZD6094,All,GDSC1,5,0.00976562,2.5,3.86345,5.73931,0.708682,0.0484798,0.530281,0.0899299
66,A-172,AZD6482,All,"CTRP2,GDSC1",33,0.002,66.0,9.39292,19.5293,1.84707,0.326107,11.5611,0.0508577
67,A-172,AZD6738,All,"GDSC2,GDSC1",11,0.0100053,10.0,2.25754,5.48383,1.26288,0.673683,16.4672,0.0396743
68,A-172,AZD7762,All,"CTRP2,GDSC2,GDSC1",34,0.002,66.0,0.130526,2.90081,0.107583,0.990902,39.4697,0.0913983
69,A-172,AZD7969,All,GDSC1,5,0.0390625,10.0,2.52559,7.51429,0.530008,0.586797,23.9187,0.0306908
70,A-172,AZD8055,All,CTRP2,13,0.002,33.0,-0.919148,39.5685,-17.4088,0.58021,48.604,0.072551
71,A-172,AZD8186,All,"GDSC2,GDSC1",12,0.00976562,10.0,5.05374,11.7568,0.446123,0.361773,13.0543,0.0585073
72,A-172,AZD8835,All,GDSC1,5,0.0390625,10.0,4.46037,6.82323,2.40451,0.257569,4.0007,0.132407
73,A-172,AZD8931,All,GDSC1,5,0.0390625,10.0,2.8002,4.45248,2.27921,0.666812,10.3304,0.0302211
74,A-172,B02,All,CTRP2,16,0.0041,130.0,5.35576,7.20091,5.15183,0.879172,11.8692,0.111144
75,A-172,BAM7,All,GDSC1,9,0.078125,20.0,6.15408,7.98461,3.6995,0.0998256,1.09512,0.0319447
76,A-172,barasertib,All,CTRP2,16,0.002,66.0,10.3993,25.4988,-0.336037,0.346668,16.8323,0.0474416
77,A-172,bardoxolone methyl,All,CTRP2,14,0.0041,66.0,0.543084,2.93432,0.52929,0.993663,39.4129,0.118754
78,A-172,Bax channel blocker,All,CTRP2,16,0.001,33.0,4.36873,5.98252,3.9382,0.71503,6.14272,0.0767802
79,A-172,BAY-61-3606,All,GDSC1,9,0.03125,8.0,1.25456,6.39435,-0.305681,0.678342,31.2155,0.0683131
80,A-172,BCL-LZH-4,All,CTRP2,16,0.002,66.0,8.33536,10.1208,5.45727,0.0562888,0.313639,0.0475551
81,A-172,BDP-00009066,All,GDSC2,7,0.0100053,10.0,2.5021,4.94226,1.75706,0.676604,12.5779,0.0331818
82,A-172,Belinostat,All,"CTRP2,GDSC1",25,0.002,66.0,0.288634,1.44164,0.288616,0.999983,38.3458,0.0779758
83,A-172,bendamustine,All,CTRP2,16,0.002,66.0,13.2402,29.0191,-0.143572,0.268544,12.837,0.0525282
84,A-172,betulinic acid,All,CTRP2,16,0.002,66.0,7.96255,9.57478,5.50941,0.0682332,0.345476,0.0343121
85,A-172,Bexarotene,All,"CTRP2,GDSC1",24,0.002,66.0,8.66495,10.1224,5.57828,0.018877,0.0842154,0.204495
86,A-172,BI-2536,All,CTRP2,16,0.001,33.0,-3.51678,6.92778,-4.87332,0.858273,54.6193,0.0523423
87,A-172,BIBF-1120,All,GDSC1,9,0.078125,20.0,7.42918,17.486,0.114897,0.336511,18.6288,0.0330595
88,A-172,BIBR-1532,All,"CTRP2,GDSC2",23,0.0081,270.0,8.14893,12.981,5.68457,0.491803,9.8923,0.0844566
89,A-172,Bicalutamide,All,GDSC1,14,0.004,10.0,5.49165,7.1026,2.79496,0.0492973,0.328366,0.0902805
90,A-172,birinapant,All,CTRP2,16,0.002,66.0,8.50424,9.89842,5.59804,0.0202983,0.0866888,0.0639842
91,A-172,BIX-01294,All,CTRP2,16,0.001,33.0,6.45791,17.0084,0.195708,0.426933,16.7811,0.0799737
92,A-172,BIX02189,All,GDSC1,9,0.078125,20.0,5.11097,7.05659,3.54295,0.290889,3.80423,0.0244098
93,A-172,Bleomycin,All,GDSC1,9,0.25,64.0,3.42459,11.6693,0.810913,0.665155,41.3946,0.111741
94,A-172,Bleomycin (10 uM),All,GDSC1,5,0.0390625,10.0,1.87083,14.0142,-3.27693,0.565266,39.1177,0.0616557
95,A-172,Bleomycin (50 uM),All,GDSC1,5,0.195312,50.0,1.98353,17.0348,-3.3301,0.630496,48.7946,0.0129424
96,A-172,bleomycin A2,All,CTRP2,16,0.002,66.0,7.69989,14.2118,3.24463,0.363873,8.86035,0.0587194
97,A-172,BMS-195614,All,CTRP2,16,0.002,66.0,7.62823,11.6948,4.40494,0.298226,4.3651,0.0587557
98,A-172,BMS-270394,All,CTRP2,16,0.002,66.0,10.4422,19.6453,2.46574,0.259234,8.1034,0.0486358
99,A-172,BMS-345541,All,"CTRP2,GDSC2,GDSC1",31,0.002,66.0,3.68472,5.54046,3.58722,0.942344,16.0547,0.0797921
100,A-172,BMS-536924,All,"CTRP2,GDSC2,GDSC1",28,0.0011,37.0,3.96054,6.12687,3.51989,0.780182,9.9327,0.0856142
101,A-172,BMS-754807,All,"CTRP2,GDSC1",25,0.001,33.0,1.26453,3.60816,1.20458,0.971907,25.3843,0.0903438
102,A-172,Bortezomib,All,"CTRP2,GDSC2",23,4.1e-06,0.13,-7.62246,-6.3729,-7.62276,0.999733,31.2937,0.124994
103,A-172,Bosutinib,All,"CTRP2,GDSC1",24,0.002,66.0,3.04373,4.73106,3.01347,0.980304,20.0926,0.0919702
104,A-172,BPD-00008900,All,GDSC2,7,0.0100053,10.0,4.45201,10.1561,0.794825,0.392858,12.6391,0.059046
105,A-172,BPTES,All,GDSC1,5,0.0390625,10.0,4.32821,8.98075,1.28104,0.383379,12.4238,0.0191446
106,A-172,BRD-A02303741,All,CTRP2,16,0.0017,55.0,7.05435,9.8278,4.69497,0.267271,2.62009,0.0486723
107,A-172,BRD-A02303741:carboplatin (1:1 mol/mol),All,CTRP2,16,0.002,66.0,7.52074,13.2569,3.58216,0.362273,7.79246,0.0690463
108,A-172,BRD-A02303741:navitoclax (2:1 mol/mol),All,CTRP2,16,0.0015,50.0,8.13263,9.54961,5.19008,0.0206498,0.0895621,0.0774247
109,A-172,BRD-A05715709,All,CTRP2,16,0.002,66.0,8.60853,15.7228,3.13906,0.311756,7.96465,0.0614173
110,A-172,BRD-A71883111,All,CTRP2,15,0.001,33.0,7.17694,9.27723,4.33181,0.0970046,0.649802,0.0357885
111,A-172,BRD-A86708339,All,CTRP2,16,0.002,66.0,1.26549,4.97757,1.07677,0.944207,32.4576,0.0686343
112,A-172,BRD-K02251932,All,CTRP2,16,0.002,66.0,6.7761,14.947,2.18719,0.450968,14.4981,0.0890302
113,A-172,BRD-K02492147,All,CTRP2,16,0.002,66.0,7.69171,10.1989,5.12617,0.190977,1.61105,0.0209179
114,A-172,BRD-K03536150,All,CTRP2,16,0.0081,270.0,8.63475,11.7122,6.70055,0.40171,4.78844,0.0357747
115,A-172,BRD-K04800985,All,CTRP2,16,0.002,66.0,7.90093,9.64459,5.45698,0.0879062,0.486459,0.0233014
116,A-172,BRD-K07442505,All,CTRP2,16,0.002,66.0,8.28812,9.89264,5.52151,0.0442548,0.220211,0.0415059
117,A-172,BRD-K09587429,All,CTRP2,16,0.002,66.0,8.52901,10.1476,5.52126,0.0331549,0.165472,0.0161125
118,A-172,BRD-K11533227,All,CTRP2,16,0.002,66.0,6.23375,8.9102,4.76607,0.461216,5.01873,0.0335492
119,A-172,BRD-K13999467,All,CTRP2,16,0.002,66.0,5.69194,6.62941,5.42361,0.695524,3.38018,0.0424782
120,A-172,BRD-K14844214,All,CTRP2,16,0.002,66.0,9.61519,21.3883,1.10578,0.339299,13.6985,0.0626989
121,A-172,BRD-K16147474,All,CTRP2,16,0.002,66.0,8.0738,10.4298,5.22328,0.130944,1.00258,0.0223896
122,A-172,BRD-K17060750,All,CTRP2,16,0.002,66.0,11.6028,22.5014,1.85712,0.245897,8.8077,0.0347504
123,A-172,BRD-K19103580,All,CTRP2,16,0.002,66.0,5.70125,6.25875,5.59547,0.794525,2.67491,0.0472809
124,A-172,BRD-K24690302,All,CTRP2,16,0.002,66.0,9.86553,20.9794,1.47112,0.319637,12.1736,0.0537848
125,A-172,BRD-K26531177,All,CTRP2,16,0.01,330.0,6.15968,8.15581,6.0122,0.919008,15.2122,0.0529469
126,A-172,BRD-K28456706,All,CTRP2,16,0.002,66.0,8.6663,10.2123,5.54827,0.023513,0.111533,0.0481169
127,A-172,BRD-K29313308,All,CTRP2,16,0.002,66.0,7.73962,12.3703,4.15814,0.309091,5.18641,0.0276904
128,A-172,BRD-K33199242,All,CTRP2,16,0.002,66.0,7.56536,11.0861,4.65025,0.279046,3.49234,0.0866155
129,A-172,BRD-K34222889,All,CTRP2,16,0.0017,57.0,3.85196,6.20805,3.55808,0.863817,14.2213,0.0690575
130,A-172,BRD-K35604418,All,CTRP2,16,0.0081,270.0,7.20675,8.54009,6.97016,0.80749,6.65451,0.0434376
131,A-172,BRD-K37390332,All,CTRP2,16,0.001,33.0,11.9713,25.044,0.0575351,0.237894,9.7878,0.0461163
132,A-172,BRD-K41597374,All,CTRP2,16,0.002,66.0,5.60485,6.46187,5.40998,0.755267,3.65767,0.0247165
133,A-172,BRD-K42260513,All,CTRP2,16,0.002,66.0,6.91053,9.09235,5.16764,0.294786,2.31046,0.0715777
134,A-172,BRD-K45681478,All,CTRP2,16,0.002,66.0,5.44531,6.49397,5.23002,0.778206,4.78855,0.0378834
135,A-172,BRD-K48477130,All,CTRP2,16,0.002,66.0,8.62193,16.3044,2.87089,0.32362,8.9561,0.0863419
136,A-172,BRD-K50799972,All,CTRP2,14,0.002,17.0,6.87259,8.49268,3.56799,0.0223728,0.127812,0.0449969
137,A-172,BRD-K51490254,All,CTRP2,16,0.002,66.0,14.3193,33.0731,-1.35392,0.274981,14.6855,0.0455043
138,A-172,BRD-K51831558,All,CTRP2,16,0.002,66.0,8.6146,10.7633,5.33188,0.0673406,0.45419,0.0299069
139,A-172,BRD-K52037352,All,CTRP2,15,0.002,66.0,7.59083,9.6542,5.3071,0.161549,1.10235,0.0888443
140,A-172,BRD-K55116708,All,CTRP2,14,0.002,17.0,6.43988,8.04172,3.56782,0.0381696,0.217353,0.052445
141,A-172,BRD-K55473186,All,CTRP2,15,0.002,33.0,7.56295,9.31392,4.4753,0.0406823,0.23624,0.0726113
142,A-172,BRD-K61166597,All,CTRP2,16,0.002,66.0,3.28487,9.98074,1.47901,0.712084,24.917,0.0875798
143,A-172,BRD-K63431240,All,CTRP2,16,0.002,66.0,1.49095,3.24784,1.48559,0.996647,30.3536,0.0512439
144,A-172,BRD-K64610608,All,CTRP2,16,0.001,33.0,6.1103,8.33042,4.18184,0.258282,2.0113,0.0676246
145,A-172,BRD-K66453893,All,CTRP2,16,0.002,66.0,4.7378,7.79989,3.93175,0.718605,11.7722,0.0481613
146,A-172,BRD-K66532283,All,CTRP2,16,0.002,66.0,5.82242,8.29078,4.73124,0.549239,5.96357,0.0781727
147,A-172,BRD-K70511574,All,CTRP2,16,0.002,66.0,2.03482,3.57389,2.03026,0.996745,26.7276,0.100901
148,A-172,BRD-K71781559,All,CTRP2,16,0.002,66.0,7.78273,12.1967,4.26824,0.296229,4.69844,0.0541724
149,A-172,BRD-K71935468,All,CTRP2,16,0.0025,83.0,8.53631,10.5449,5.69943,0.0859352,0.546895,0.0917938
150,A-172,BRD-K80183349,All,CTRP2,16,0.002,66.0,7.18502,11.4179,4.23866,0.356156,5.648,0.0384029
151,A-172,BRD-K85133207,All,CTRP2,16,0.002,66.0,11.0657,27.1877,-0.691812,0.335294,16.876,0.0791377
152,A-172,BRD-K88742110,All,CTRP2,16,0.002,66.0,6.49823,10.029,4.41652,0.429859,6.01445,0.0270051
153,A-172,BRD-K90370028,All,CTRP2,16,0.001,33.0,6.98425,8.73691,4.45719,0.0807729,0.447574,0.0198366
154,A-172,BRD-K92856060,All,CTRP2,16,0.001,33.0,8.38997,17.563,1.30557,0.309733,9.96925,0.0428698
155,A-172,BRD-K94991378,All,CTRP2,16,0.0025,83.0,8.84174,10.7012,5.76582,0.0514257,0.297482,0.0494986
156,A-172,BRD-K97651142,All,CTRP2,16,0.002,66.0,6.69248,13.3153,2.93394,0.446453,11.7649,0.0586027
157,A-172,BRD-K99006945,All,CTRP2,16,0.002,66.0,8.53208,10.0672,5.55026,0.0276359,0.130445,0.0529141
158,A-172,BRD-M00053801,All,CTRP2,16,0.002,66.0,5.40802,6.19683,5.30301,0.854783,4.61493,0.0712567
159,A-172,BRD1812,All,CTRP2,16,0.002,66.0,3.9443,6.94693,3.45537,0.822996,15.764,0.0460181
160,A-172,BRD1835,All,CTRP2,16,0.0041,130.0,7.78898,9.37029,6.4091,0.256315,1.42535,0.0423262
161,A-172,BRD4132,All,CTRP2,14,0.0049,80.0,8.31962,10.4718,5.58125,0.11512,0.856007,0.164169
162,A-172,BRD55319,All,CTRP2,16,0.0011,37.0,7.48787,12.0072,3.46937,0.248294,3.90079,0.0325384
163,A-172,BRD6340,All,CTRP2,16,0.001,33.0,5.87754,7.97558,4.20135,0.294729,2.22124,0.0686317
164,A-172,BRD6430,All,CTRP2,16,0.001,33.0,7.59707,10.648,3.97567,0.13724,1.36553,0.0421485
165,A-172,BRD8899,All,CTRP2,14,0.002,33.0,7.476,9.44687,4.39332,0.0623355,0.412077,0.0429664
166,A-172,BRD8958,All,CTRP2,16,0.002,66.0,8.04858,9.99618,5.38496,0.0943992,0.585547,0.0558093
167,A-172,BRD9647,All,CTRP2,16,0.001,33.0,5.33791,7.11741,4.24118,0.410374,2.8503,0.027406
168,A-172,BRD9876,All,CTRP2,16,0.0041,130.0,9.14462,11.0484,6.38519,0.0794803,0.479885,0.106015
169,A-172,brefeldin A,All,CTRP2,16,0.0011,37.0,1.9442,9.37442,0.0295852,0.724238,28.2876,0.124104
170,A-172,brivanib,All,CTRP2,16,0.002,66.0,6.56931,10.2685,4.35228,0.422678,6.16053,0.0658286
171,A-172,"Brivanib, BMS-540215",All,GDSC1,9,0.078125,20.0,6.84957,13.439,1.65855,0.300939,12.3172,0.052638
172,A-172,Bryostatin 1,All,GDSC1,9,3.125e-05,0.008,0.0835396,3.22869,-7.96316,0.00721244,0.129032,0.166766
173,A-172,Buparlisib,All,GDSC2,7,0.0100053,10.0,0.430144,2.74646,0.302478,0.939523,29.6664,0.0529989
174,A-172,BX-912,All,GDSC1,9,0.04,10.24,2.74855,7.32146,0.846866,0.572471,21.3707,0.190841
175,A-172,BX795,All,GDSC1,9,0.0195312,5.0,2.1486,7.05951,-0.192807,0.519378,19.6398,0.0883449
176,A-172,C-75,All,GDSC1,9,0.078125,20.0,5.23014,6.82247,3.72288,0.222142,2.27561,0.0404832
177,A-172,C6-ceramide,All,CTRP2,16,0.002,66.0,8.18001,10.6895,5.16795,0.133554,1.09077,0.0461976
178,A-172,Cabozantinib,All,"CTRP2,GDSC1",25,0.002,66.0,3.69854,7.55487,2.95735,0.79193,18.3475,0.0494961
179,A-172,Camptothecin,All,GDSC2,7,0.000100053,0.1,-4.50931,-0.979228,-5.58646,0.67679,18.1414,0.0388436
180,A-172,canertinib,All,CTRP2,15,0.002,33.0,6.46629,13.1594,2.10226,0.385378,10.4464,0.0301816
181,A-172,"CAP-232, TT-232, TLN-232",All,GDSC1,9,0.078125,20.0,3.85567,4.47102,3.76579,0.840888,6.43483,0.0234618
182,A-172,Capivasertib,All,GDSC1,9,0.117188,30.0,5.47013,7.76056,3.91786,0.368115,5.97798,0.110222
183,A-172,Carboplatin,All,CTRP2,15,0.002,66.0,7.85838,9.29615,5.57068,0.0588477,0.2644,0.0565728
184,A-172,carboplatin:etoposide (40:17 mol/mol),All,CTRP2,16,0.0014,47.0,7.87892,16.7126,1.77395,0.35936,11.553,0.0311956
185,A-172,carboplatin:UNC0638 (2:1 mol/mol),All,CTRP2,16,0.0015,50.0,5.06443,6.19376,4.80773,0.755346,4.81634,0.0482829
186,A-172,Carmustine,All,GDSC2,7,0.0300158,30.0,6.14766,8.83468,3.8555,0.266081,3.79516,0.0909826
187,A-172,CAY10566,All,GDSC1,9,0.01,2.56,3.97318,5.45654,0.881237,0.0203027,0.173093,0.0155042
188,A-172,CAY10576,All,CTRP2,16,0.002,66.0,8.88723,19.1138,1.70049,0.351877,12.7851,0.192118
189,A-172,CAY10594,All,CTRP2,16,0.002,66.0,4.34986,9.9533,2.54534,0.660262,18.2506,0.125152
190,A-172,CAY10603,All,GDSC1,9,0.078125,20.0,0.537502,1.2855,0.537492,0.999985,47.3054,0.0251658
191,A-172,CAY10618,All,CTRP2,16,0.001,33.0,-2.20909,-0.293102,-2.20952,0.999756,48.3244,0.0676418
192,A-172,CBB-1007,All,CTRP2,16,0.002,66.0,15.6296,37.3764,-2.53631,0.27519,15.9446,0.0613162
193,A-172,CCT-018159,All,GDSC1,9,0.0390625,10.0,3.35365,5.57276,2.22283,0.492149,8.54952,0.092329
194,A-172,CCT007093,All,GDSC1,9,0.0257812,6.6,4.32039,10.4903,0.0762263,0.361456,14.6129,0.0834583
195,A-172,CCT036477,All,CTRP2,16,0.001,33.0,4.41248,12.6442,0.705837,0.542068,18.9621,0.113661
196,A-172,CD-1530,All,CTRP2,16,0.0041,130.0,9.60353,18.276,3.37431,0.3421,10.7436,0.0714592
197,A-172,CD-437,All,CTRP2,16,0.0011,37.0,1.90081,4.72691,1.71802,0.929063,22.6307,0.0814408
198,A-172,CD532,All,GDSC1,9,0.02,5.12,1.80582,3.75912,1.15608,0.650001,11.6634,0.0252024
199,A-172,CDK9_5038,All,GDSC2,7,0.00300158,3.0,-6.31221,7.21789,-9.02957,0.782869,61.0516,0.131375
200,A-172,CDK9_5576,All,GDSC2,7,0.0100053,10.0,-1.80438,5.08931,-2.8383,0.836704,50.9533,0.141621
201,A-172,Cediranib,All,"CTRP2,GDSC2",23,0.002,66.0,0.842345,5.93612,0.396449,0.904126,35.9905,0.0508509
202,A-172,ceranib-2,All,CTRP2,16,0.002,66.0,2.97554,6.54093,2.5476,0.868895,21.9575,0.0348243
203,A-172,cerulenin,All,CTRP2,16,0.0045,150.0,7.04563,12.8069,4.28569,0.517459,12.6562,0.0429434
204,A-172,Cetuximab,All,GDSC1,5,0.257031,65.8,6.97546,11.0642,4.25843,0.376908,10.8135,0.0679874
205,A-172,Ch-55,All,CTRP2,16,0.002,66.0,8.62969,12.9325,4.44156,0.210787,3.08667,0.0336752
206,A-172,CHEMBL1222381,All,CTRP2,16,0.0081,270.0,7.46554,12.5025,5.33596,0.56627,12.7169,0.0631011
207,A-172,CHEMBL374350,All,CTRP2,16,0.001,33.0,4.38017,9.26989,2.35543,0.574069,12.6301,0.0753317
208,A-172,CHIR-99021,All,"CTRP2,GDSC1",27,0.0024,80.0,6.22585,11.6174,3.59369,0.509787,11.6061,0.10865
209,A-172,chlorambucil,All,CTRP2,16,0.0081,270.0,9.58205,13.895,6.30633,0.317162,4.98118,0.0516592
210,A-172,CHM-1,All,CTRP2,16,0.00049,16.0,0.650151,3.21898,0.524001,0.946102,22.7715,0.0582857
211,A-172,CI-1033,All,GDSC1,9,0.078125,20.0,6.1142,8.34956,3.53293,0.146578,2.01482,0.0632645
212,A-172,CI-1040,All,GDSC1,9,0.0390625,10.0,3.33305,10.9878,-0.501757,0.499202,25.953,0.159002
213,A-172,CI-976,All,CTRP2,16,0.0081,270.0,13.596,28.3582,2.08451,0.305448,14.2453,0.0570298
