,cellosaurus_id,standard_drug_name,dataset,info,n_dosage,min_dosage,max_dosage,IC50,IC90,EC50,Einf,AUC,fitted_mae
76,ACC-MESO-1,BRD-K33199242,All,CTRP2,16,0.002,66.0,7.34492,9.00897,5.45433,0.152229,0.833241,0.080599
77,ACC-MESO-1,BRD-K34099515,All,CTRP2,16,0.002,66.0,8.14295,9.39854,5.64108,0.0247862,0.0955514,0.0809951
78,ACC-MESO-1,BRD-K34222889,All,CTRP2,16,0.002,66.0,4.07753,5.67203,3.9869,0.937635,13.4148,0.0284049
79,ACC-MESO-1,BRD-K34485477,All,CTRP2,16,0.001,33.0,7.11507,8.20884,4.69548,0.0153725,0.0513772,0.0722252
80,ACC-MESO-1,BRD-K35604418,All,CTRP2,16,0.002,66.0,5.55609,7.43803,4.9081,0.638789,5.81055,0.0494318
81,ACC-MESO-1,BRD-K37390332,All,CTRP2,16,0.001,33.0,7.04115,8.24994,4.65582,0.025843,0.0959632,0.129083
82,ACC-MESO-1,BRD-K41334119,All,CTRP2,16,0.002,66.0,7.6764,8.92057,5.63626,0.0530424,0.2056,0.0478212
83,ACC-MESO-1,BRD-K41597374,All,CTRP2,16,0.002,66.0,6.33193,9.79697,4.40202,0.454543,6.36754,0.0454392
84,ACC-MESO-1,BRD-K44224150,All,CTRP2,16,0.001,34.0,7.29926,8.44113,4.72357,0.0139803,0.0486049,0.176463
85,ACC-MESO-1,BRD-K45681478,All,CTRP2,16,0.002,66.0,4.47534,5.13174,4.47222,0.994791,10.4637,0.0802519
86,ACC-MESO-1,BRD-K48334597,All,CTRP2,16,0.002,66.0,7.06979,8.87358,5.36536,0.222866,1.37903,0.0585998
87,ACC-MESO-1,BRD-K49290616,All,CTRP2,16,0.002,66.0,7.13626,9.23476,5.24114,0.241726,1.76066,0.0413041
88,ACC-MESO-1,BRD-K50799972,All,CTRP2,16,0.002,66.0,5.55978,6.1529,5.48236,0.85757,3.5049,0.0276838
89,ACC-MESO-1,BRD-K51490254,All,CTRP2,16,0.002,66.0,7.80231,8.998,5.65654,0.0380385,0.140597,0.0842607
90,ACC-MESO-1,BRD-K52037352,All,CTRP2,16,0.002,66.0,6.89266,9.06332,5.16979,0.297622,2.32518,0.0649874
91,ACC-MESO-1,BRD-K55116708,All,CTRP2,16,0.002,66.0,4.85058,6.91056,4.4338,0.781316,9.49471,0.0610361
92,ACC-MESO-1,BRD-K58730230,All,CTRP2,16,0.002,66.0,7.01351,8.44872,5.52147,0.184877,0.889551,0.0349959
93,ACC-MESO-1,BRD-K61166597,All,CTRP2,16,0.002,66.0,6.99379,8.61999,5.4353,0.21708,1.20668,0.0828671
94,ACC-MESO-1,BRD-K63431240,All,CTRP2,15,0.002,66.0,1.44525,6.45257,0.908074,0.882686,32.3781,0.043501
95,ACC-MESO-1,BRD-K64610608,All,CTRP2,16,0.001,33.0,6.92837,8.1493,4.64995,0.0325954,0.122677,0.0978379
96,ACC-MESO-1,BRD-K66453893,All,CTRP2,16,0.002,66.0,6.80689,9.28584,5.00669,0.33719,3.09122,0.0800994
97,ACC-MESO-1,BRD-K66532283,All,CTRP2,16,0.002,66.0,7.53726,8.8736,5.59725,0.0791041,0.333908,0.0964679
98,ACC-MESO-1,BRD-K70511574,All,CTRP2,16,0.002,66.0,6.83198,8.40849,5.43636,0.250176,1.37627,0.162786
99,ACC-MESO-1,BRD-K71781559,All,CTRP2,14,0.0041,66.0,7.22755,9.45387,5.19559,0.237271,1.96384,0.0595828
100,ACC-MESO-1,BRD-K71935468,All,CTRP2,16,0.0025,83.0,6.90787,8.31748,5.80389,0.30353,1.54515,0.125691
101,ACC-MESO-1,BRD-K75293299,All,CTRP2,16,0.002,66.0,7.57176,9.13367,5.51137,0.104459,0.522486,0.0378323
102,ACC-MESO-1,BRD-K78574327,All,CTRP2,16,0.002,66.0,7.71448,9.00845,5.61916,0.0554161,0.223677,0.0412749
103,ACC-MESO-1,BRD-K79669418,All,CTRP2,16,0.002,66.0,7.98892,9.23607,5.64181,0.031497,0.121021,0.038238
104,ACC-MESO-1,BRD-K80183349,All,CTRP2,16,0.002,66.0,7.97916,9.20101,5.65044,0.029908,0.112492,0.0609232
105,ACC-MESO-1,BRD-K84807411,All,CTRP2,16,0.002,66.0,7.49059,9.5169,5.31374,0.172475,1.16314,0.0342485
106,ACC-MESO-1,BRD-K85133207,All,CTRP2,16,0.002,66.0,7.00015,8.97868,5.27657,0.257041,1.7824,0.0474892
107,ACC-MESO-1,BRD-K86535717,All,CTRP2,16,0.002,66.0,8.10049,9.24145,5.67953,0.0187147,0.0653566,0.0978686
108,ACC-MESO-1,BRD-K88742110,All,CTRP2,16,0.002,66.0,7.40241,13.6447,3.30799,0.382724,9.07173,0.0462655
109,ACC-MESO-1,BRD-K92856060,All,CTRP2,16,0.001,33.0,6.44234,10.0363,3.59519,0.298455,3.86219,0.0487079
110,ACC-MESO-1,BRD-K94991378,All,CTRP2,16,0.0025,83.0,8.33124,9.61447,5.96006,0.0339108,0.134153,0.0902377
111,ACC-MESO-1,BRD-K96431673,All,CTRP2,15,0.002,66.0,7.69852,9.22155,5.53277,0.0842205,0.406286,0.056235
112,ACC-MESO-1,BRD-K96970199,All,CTRP2,16,0.002,66.0,6.75985,9.96265,4.64481,0.379699,4.63735,0.0835358
113,ACC-MESO-1,BRD-K97651142,All,CTRP2,16,0.002,66.0,-3.50064,-2.18311,-3.50064,1.0,63.5899,0.216245
114,ACC-MESO-1,BRD-K99584050,All,CTRP2,16,0.002,66.0,7.42203,9.06335,5.46977,0.136552,0.730672,0.0464039
115,ACC-MESO-1,BRD1812,All,CTRP2,16,0.002,66.0,6.50214,11.2834,3.79591,0.447604,8.59203,0.0521011
116,ACC-MESO-1,BRD1835,All,CTRP2,16,0.0041,130.0,9.21024,10.5427,6.59387,0.0263942,0.108483,0.111082
117,ACC-MESO-1,BRD4132,All,CTRP2,16,0.0049,160.0,2.48775,3.41388,2.48775,0.99999,32.2388,0.197305
118,ACC-MESO-1,BRD4770,All,CTRP2,16,0.001,33.0,7.19296,8.50172,4.6235,0.026413,0.106223,0.039513
119,ACC-MESO-1,BRD55319,All,CTRP2,14,0.0011,37.0,6.629,8.55747,4.51807,0.165567,1.05643,0.0541493
120,ACC-MESO-1,BRD6340,All,CTRP2,16,0.001,33.0,7.03634,16.9132,0.677128,0.390995,14.1776,0.0772993
121,ACC-MESO-1,BRD6430,All,CTRP2,16,0.001,33.0,7.35559,17.5451,0.599882,0.377922,13.9369,0.0852237
122,ACC-MESO-1,BRD8899,All,CTRP2,16,0.001,33.0,6.86874,8.2379,4.59602,0.0508009,0.21644,0.120942
123,ACC-MESO-1,BRD8958,All,CTRP2,16,0.002,66.0,7.76326,8.95744,5.65629,0.0405963,0.150059,0.0981645
124,ACC-MESO-1,BRD9647,All,CTRP2,16,0.001,33.0,5.45269,8.26089,3.76245,0.420806,4.64995,0.057108
125,ACC-MESO-1,BRD9876,All,CTRP2,16,0.0041,130.0,8.99809,10.2188,6.62942,0.0277513,0.104565,0.0870512
126,ACC-MESO-1,brivanib,All,CTRP2,16,0.002,66.0,6.39524,11.0144,3.8454,0.458374,8.5785,0.0428605
127,ACC-MESO-1,C6-ceramide,All,CTRP2,16,0.002,66.0,8.10563,9.4752,5.60103,0.0353362,0.149394,0.0733151
128,ACC-MESO-1,Cabozantinib,All,CTRP2,16,0.002,66.0,4.12639,6.49982,3.81125,0.855154,13.904,0.0935639
129,ACC-MESO-1,canertinib,All,CTRP2,16,0.002,66.0,8.10898,13.8249,3.71095,0.311389,6.44142,0.0731579
130,ACC-MESO-1,Carboplatin,All,CTRP2,16,0.002,66.0,8.14997,9.51654,5.60285,0.0327544,0.137992,0.0700583
131,ACC-MESO-1,carboplatin:etoposide (40:17 mol/mol),All,CTRP2,16,0.0014,47.0,5.6118,7.09158,4.83323,0.478775,2.91867,0.0874152
132,ACC-MESO-1,carboplatin:UNC0638 (2:1 mol/mol),All,CTRP2,16,0.0015,50.0,5.6917,7.10267,4.95393,0.481381,2.80627,0.0592241
133,ACC-MESO-1,CAY10576,All,CTRP2,16,0.002,66.0,7.9235,9.02843,5.68987,0.0232773,0.0789062,0.0562682
134,ACC-MESO-1,CAY10594,All,CTRP2,16,0.002,66.0,8.20941,9.70604,5.55822,0.0399825,0.185162,0.0386199
135,ACC-MESO-1,CAY10618,All,CTRP2,15,0.001,33.0,-1.73319,1.23885,-1.7511,0.993378,45.1926,0.0736594
136,ACC-MESO-1,CCT036477,All,CTRP2,15,0.001,33.0,5.79404,7.80044,4.22986,0.305563,2.21838,0.0473783
137,ACC-MESO-1,CD-1530,All,CTRP2,16,0.0041,130.0,8.79657,10.0179,6.62578,0.0394717,0.149706,0.0655449
138,ACC-MESO-1,CD-437,All,CTRP2,16,0.0011,37.0,5.38739,9.75304,3.08419,0.477626,8.57372,0.0718074
139,ACC-MESO-1,ceranib-2,All,CTRP2,16,0.002,66.0,4.84046,6.8637,4.44227,0.787089,9.48949,0.0514704
140,ACC-MESO-1,cerulenin,All,CTRP2,16,0.0045,150.0,5.72003,7.20969,5.58742,0.902511,10.5049,0.0408873
141,ACC-MESO-1,Ch-55,All,CTRP2,16,0.002,66.0,4.85301,6.17279,4.707,0.879051,8.45305,0.101749
142,ACC-MESO-1,CHEMBL1222381,All,CTRP2,16,0.0081,270.0,9.73329,13.8306,6.43547,0.29146,4.2747,0.0400474
143,ACC-MESO-1,CHEMBL374350,All,CTRP2,15,0.001,17.0,4.93657,7.0128,3.2574,0.289341,2.29665,0.0606533
144,ACC-MESO-1,CHIR-99021,All,CTRP2,16,0.0024,80.0,8.17615,11.5843,5.02823,0.232295,2.72892,0.0583792
145,ACC-MESO-1,chlorambucil,All,CTRP2,16,0.0081,270.0,8.95468,10.6012,7.44945,0.236586,1.3464,0.0542856
146,ACC-MESO-1,CHM-1,All,CTRP2,16,0.00049,16.0,5.4481,8.298,2.9043,0.246668,2.45004,0.0389196
147,ACC-MESO-1,ciclopirox,All,CTRP2,16,0.002,66.0,2.7418,6.15096,2.41052,0.893646,23.1592,0.0563084
148,ACC-MESO-1,ciclosporin,All,CTRP2,16,0.001,33.0,7.22429,8.53698,4.62256,0.0253628,0.10225,0.105233
149,ACC-MESO-1,CID-5951923,All,CTRP2,16,0.002,66.0,8.28036,9.63968,5.6073,0.0262302,0.109552,0.0682411
150,ACC-MESO-1,CIL41,All,CTRP2,15,0.0049,160.0,5.77859,7.1375,5.68418,0.923821,10.6192,0.0667046
151,ACC-MESO-1,CIL55,All,CTRP2,16,0.0003,10.0,5.35155,6.71448,2.88032,0.0365428,0.153692,0.057384
152,ACC-MESO-1,CIL55A,All,CTRP2,16,0.0024,80.0,5.29688,6.19699,5.23474,0.924297,7.03704,0.0348716
153,ACC-MESO-1,CIL56,All,CTRP2,16,7.6e-05,2.5,0.804817,1.3109,0.760564,0.904229,3.60065,0.0495136
154,ACC-MESO-1,CIL70,All,CTRP2,16,0.0012,40.0,6.81208,8.24113,4.83903,0.0918566,0.417093,0.030209
155,ACC-MESO-1,cimetidine,All,CTRP2,16,0.0081,270.0,9.66941,10.7494,7.72659,0.0376821,0.125656,0.0516196
156,ACC-MESO-1,clofarabine,All,CTRP2,16,0.002,66.0,7.33154,10.9713,4.55339,0.314965,4.17422,0.0634352
157,ACC-MESO-1,Compound 1541A,All,CTRP2,16,0.0011,37.0,6.93561,8.24603,4.77978,0.0524363,0.213614,0.0533469
158,ACC-MESO-1,compound 1B,All,CTRP2,16,0.002,66.0,6.5803,8.20606,5.37097,0.326449,1.94806,0.0512928
159,ACC-MESO-1,Compound 23 citrate,All,CTRP2,16,0.001,33.0,5.23495,8.41547,3.51491,0.467136,6.07025,0.0308132
160,ACC-MESO-1,Compound 7d-cis,All,CTRP2,16,0.001,33.0,5.68494,8.014,4.0536,0.353364,3.07878,0.0460157
161,ACC-MESO-1,CR-1-31B,All,CTRP2,16,0.001,33.0,-2.01995,7.62546,-3.49723,0.833308,47.9643,0.0445912
162,ACC-MESO-1,Crizotinib,All,CTRP2,16,0.002,66.0,4.1035,5.65,4.01941,0.940339,13.219,0.0535651
163,ACC-MESO-1,crizotinib:PLX-4032 (2:1 mol/mol),All,CTRP2,16,0.0015,50.0,3.91116,5.35096,3.82408,0.933653,11.8318,0.0555885
164,ACC-MESO-1,cucurbitacin I,All,CTRP2,16,0.001,33.0,2.69585,5.5509,2.32709,0.85905,16.9611,0.101972
165,ACC-MESO-1,curcumin,All,CTRP2,16,0.0051,170.0,4.75408,5.69689,4.75233,0.997951,17.6788,0.11541
166,ACC-MESO-1,cyanoquinoline 11,All,CTRP2,16,0.0041,130.0,5.40342,9.06586,4.46378,0.725371,14.4027,0.107673
167,ACC-MESO-1,Cyclophosphamide,All,CTRP2,16,0.0041,130.0,8.63889,9.78342,6.64974,0.04297,0.153005,0.0257463
168,ACC-MESO-1,cytarabine hydrochloride,All,CTRP2,16,0.002,66.0,7.62267,8.90496,5.62067,0.0627141,0.251813,0.0430502
169,ACC-MESO-1,cytochalasin B,All,CTRP2,16,0.001,33.0,6.27851,13.8236,1.63605,0.411107,11.9129,0.0380531
170,ACC-MESO-1,Dacarbazine,All,CTRP2,16,0.002,66.0,7.055,9.86406,4.8969,0.312063,3.18591,0.0579273
171,ACC-MESO-1,Daporinad,All,CTRP2,16,7.9e-06,0.26,-7.58793,-1.60471,-8.19917,0.888235,39.1911,0.0914612
172,ACC-MESO-1,darinaparsin,All,CTRP2,16,0.001,33.0,6.29306,7.84776,4.49581,0.146201,0.745091,0.0396761
173,ACC-MESO-1,Dasatinib,All,CTRP2,16,0.002,66.0,3.74522,12.9819,0.512793,0.633422,26.776,0.0755006
174,ACC-MESO-1,DBeQ,All,CTRP2,16,0.002,66.0,4.25011,5.87402,4.13,0.918919,12.3701,0.0784256
175,ACC-MESO-1,Decitabine,All,CTRP2,16,0.002,66.0,7.52999,9.09964,5.50592,0.111098,0.560496,0.0416107
176,ACC-MESO-1,decitabine:carboplatin (1:1 mol/mol),All,CTRP2,16,0.002,66.0,7.39941,8.60474,5.64143,0.0779828,0.296727,0.0517007
177,ACC-MESO-1,decitabine:navitoclax (2:1 mol/mol),All,CTRP2,16,0.0015,50.0,2.609,7.09254,1.84803,0.815669,22.9282,0.087473
178,ACC-MESO-1,dexamethasone,All,CTRP2,16,0.001,33.0,6.27182,7.95441,4.44015,0.167584,0.935776,0.0529761
179,ACC-MESO-1,docetaxel:tanespimycin (2:1 mol/mol),All,CTRP2,16,0.0015,50.0,1.84697,10.981,-0.601959,0.713685,32.8058,0.0543846
180,ACC-MESO-1,Doramapimod,All,CTRP2,14,0.002,66.0,8.41836,9.97852,5.53979,0.0341137,0.164192,0.0976437
181,ACC-MESO-1,Doxorubicin,All,CTRP2,16,0.002,66.0,0.330317,3.64115,0.263854,0.97795,38.2709,0.0636388
182,ACC-MESO-1,doxorubicin:navitoclax (2:1 mol/mol),All,CTRP2,16,0.0015,50.0,-1.56107,2.46088,-1.63118,0.98085,48.0207,0.0666826
183,ACC-MESO-1,ELCPK,All,CTRP2,16,1.2e-05,0.4,0.355982,4.89808,-3.16934,0.307532,5.05196,0.0796759
184,ACC-MESO-1,elocalcitol,All,CTRP2,16,0.002,66.0,5.30037,9.87207,3.47992,0.588457,12.2924,0.0572662
185,ACC-MESO-1,Entinostat,All,CTRP2,16,0.002,66.0,4.76949,6.3349,4.56412,0.856863,9.22683,0.056661
186,ACC-MESO-1,epigallocatechin-3-monogallate,All,CTRP2,16,0.009,300.0,4.4866,6.96039,4.40829,0.965238,25.172,0.110039
187,ACC-MESO-1,erastin,All,CTRP2,16,0.002,66.0,7.42876,10.3774,4.8941,0.262779,2.72563,0.146686
188,ACC-MESO-1,Erlotinib,All,CTRP2,16,0.002,66.0,7.63,13.6622,3.46238,0.359494,8.10484,0.0430089
189,ACC-MESO-1,erlotinib:PLX-4032 (2:1 mol/mol),All,CTRP2,15,0.0015,50.0,6.52818,10.1881,4.05991,0.370307,5.12695,0.0967866
190,ACC-MESO-1,etomoxir,All,CTRP2,16,0.009,300.0,9.93273,12.3269,7.36507,0.173109,1.37852,0.0747327
191,ACC-MESO-1,Etoposide,All,CTRP2,16,0.00086,28.0,4.33417,6.52597,3.52765,0.616415,6.37611,0.0810951
192,ACC-MESO-1,Fedratinib,All,CTRP2,16,0.0011,37.0,2.81931,4.70648,2.71912,0.941741,16.2372,0.0569925
193,ACC-MESO-1,FGIN-1-27,All,CTRP2,16,0.001,33.0,7.02756,8.3292,4.62344,0.0339724,0.136409,0.0703261
194,ACC-MESO-1,fingolimod,All,CTRP2,16,0.002,66.0,4.39769,5.10432,4.39387,0.994062,10.9833,0.0620659
195,ACC-MESO-1,fluorouracil,All,CTRP2,16,0.0041,130.0,8.74462,9.90564,6.64606,0.0369918,0.133203,0.208192
196,ACC-MESO-1,fluvastatin,All,CTRP2,16,0.002,66.0,4.31468,5.61199,4.25475,0.949289,11.7283,0.0767652
197,ACC-MESO-1,Foretinib,All,CTRP2,16,0.002,66.0,2.21217,3.07506,2.21212,0.999942,25.531,0.0593154
